POET,POEM,VERSE,PART1,PART2,ERA,POEM_METER,VERSE_METER
Omroo Al Kays,Moallaqa,43,أَلَا رُبَّ خَصْمٍ فِيكِ أَلْوَى رَدَدْتُهُ,نَصِيحٍ عَلَى تَعْذَالِهِ غَيْرِ مُؤْتَلِ,Before Islam: VIth century,tawil_complete,tawil_complete
Omroo Al Kays,Moallaqa,44,وَلَيْلٍ كَمَوْجِ البَحْرِ أَرْخَى سُدُولَهُ,عَلَيَّ بِأَنْوَاعِ الهُمُومِ لِيَبْتَلِي,Before Islam: VIth century,tawil_complete,tawil_complete
Omroo Al Kays,Moallaqa,45,فَقُلْتُ لَهُو لَمَّا تَمَطَّى بِصُلْبِهِ,وَأَرْدَفَ أَعْجَازاً وَنَاءَ بِكَلْكَلِ,Before Islam: VIth century,tawil_complete,tawil_complete
Omroo Al Kays,Moallaqa,46,أَلَا أَيُّهَا اللَّيْلُ الطَّوِيلُ أَلَا انْجَلِي,بِصُبْحٍ وَمَا الإِصْبَاحُ مِنْكَ بِأَمْثَلِ,Before Islam: VIth century,tawil_complete,tawil_complete
Omroo Al Kays,Moallaqa,47,كَأَنَّ الثُّرَيَّا عُلِّقَتْ فِي مَصَامِهَا,بِأَمْرَاسِ كَتَّانٍ إِلَى صُمِّ جَنْدَلِ,Before Islam: VIth century,tawil_complete,tawil_complete
Omroo Al Kays,Moallaqa,48,فَيَا لَكَ مِنْ لَيْلٍ كَأَنَّ نُجُومَهُ,بِكُلِّ مُغَارِ الفَتْلِ شُدَّتْ بِيَذْبُلِ,Before Islam: VIth century,tawil_complete,tawil_complete
Omroo Al Kays,Moallaqa,49,وَقِرْبَةِ أَقْوَامٍ جَعَلْتُ عِصَامَهَا,عَلَى كَاهِلٍ مِنِّي ذَلُولٍ مُرَحَّلِ,Before Islam: VIth century,tawil_complete,tawil_complete
Omroo Al Kays,Moallaqa,50,وَوَادٍ كَجَوْفِ العَيْرِ قَفْرٍ قَطَعْتُهُ,بِهِ الذِّئْبُ يَعْوِي كَالخَلِيعِ المُعَيَّلِ,Before Islam: VIth century,tawil_complete,tawil_complete
Omroo Al Kays,Moallaqa,51,فَقُلْتُ لَهُو لَمَّا عَوَى إِنَّ شَأْنَنَا,قَلِيلُ الغِنَى إِنْ كُنْتَ لَمَّا تَمَوَّلِ,Before Islam: VIth century,tawil_complete,tawil_complete
Omroo Al Kays,Moallaqa,52,كِلَانَا إِذَا مَا نَالَ شَيْئًا أَفَاتَهُ,وَمَنْ يَحْتَرِثْ حَرْثِي وَحَرْثَكَ يَهْزَلِ,Before Islam: VIth century,tawil_complete,tawil_complete
Omroo Al Kays,Moallaqa,53,وَقَدْ أَغْتَدِي وَالطَّيْرُ فِي وُكُنَاتِهَا,بِمُنْجَرِدٍ قَيْدِ الأَوَابِدِ هَيْكَلِ,Before Islam: VIth century,tawil_complete,tawil_complete
Omroo Al Kays,Moallaqa,54,مِكَرٍّ مِفَرٍّ مُقْبِلٍ مُدْبِرٍ مَعًا,كَجُلْمُودِ صَخْرٍ حَطَّهُ السَّيْلُ مِنْ عَلِ,Before Islam: VIth century,tawil_complete,tawil_complete
Omroo Al Kays,Moallaqa,55,كُمَيْتٍ يَزِلُّ اللَّبْدُ عَنْ حَالِ مَتْنِهِ,كَمَا زَلَّتِ الصَّفْوَاءُ بِالمُتَنَزِّلِ,Before Islam: VIth century,tawil_complete,tawil_complete
Omroo Al Kays,Moallaqa,56,عَلَى الذَّبْلِ جَيَّاشٍ كَأَنَّ اهْتِزَامَهُ,إِذَا جَاشَ فِيهِ حَمْيُهُو غَلْيُ مِرْجَلِ,Before Islam: VIth century,tawil_complete,tawil_complete
Omroo Al Kays,Moallaqa,57,مِسَحٍّ إِذَا مَا السَّابِحَاتُ عَلَى الوَنَى,أَثَرْنَ الغُبَارَ بِالكَدِيدِ المُرَكَّلِ,Before Islam: VIth century,tawil_complete,tawil_complete
Omroo Al Kays,Moallaqa,58,يُزِلُّ الغُلَامَ الخِفَّ عَنْ صَهَوَاتِهِ,وَيُلْوِي بِأَثْوَابِ العَنِيفِ المُثَقَّلِ,Before Islam: VIth century,tawil_complete,tawil_complete
Omroo Al Kays,Moallaqa,59,دَرِيرٍ كَخُذْرُوفِ الوَلِيدِ أَمَرَّهُ,تَتَابُعُ كَفَّيْهِ بِخَيْطٍ مُوَصَّلِ,Before Islam: VIth century,tawil_complete,tawil_complete
Omroo Al Kays,Moallaqa,60,لَهُ أَيْطَلَا ظَبْيٍ وَسَاقَا نَعَامَةٍ,وَإِرْخَاءُ سِرْحَانٍ وَتَقْرِيبُ تَتْفُلِ,Before Islam: VIth century,tawil_complete,tawil_complete
Omroo Al Kays,Moallaqa,61,ضَلِيعٍ إِذَا اسْتَدْبَرْتَهُ سَدَّ فَرْجَهُ,بِضَافٍ فُوَيْقَ الأَرْضِ لَيْسَ بِأَعْزَلِ,Before Islam: VIth century,tawil_complete,tawil_complete
Omroo Al Kays,Moallaqa,62,كَأَنَّ عَلَى المَتْنَيْنِ مِنْهُ إِذَا انْتَحَى,مَدَاكَ عَرُوسٍ أَوْ صَلَابَةَ حَنْظَلِ,Before Islam: VIth century,tawil_complete,tawil_complete
Omroo Al Kays,Moallaqa,63,كَأَنَّ دِمَاءَ الهَادِيَاتِ بِنَحْرِهِ,عُصَارَةُ حِنَّاءٍ بِشَيْبٍ مُرَجَّلِ,Before Islam: VIth century,tawil_complete,tawil_complete
Omroo Al Kays,Moallaqa,64,فَعَنَّ لَنَا سِرْبٌ كَأَنَّ نِعَاجَهُ,عَذَارَى دَوَارٍ فِي مُلَاءٍ مُذَيَّلِ,Before Islam: VIth century,tawil_complete,tawil_complete
Omroo Al Kays,Moallaqa,65,فَأَدْبَرْنَ كَالجِزْعِ المُفَصَّلِ بَيْنَهُ,بِجِيدِ مُعَمٍّ فِي العَشِيرَةِ مُخْوَلِ,Before Islam: VIth century,tawil_complete,tawil_complete
Omroo Al Kays,Moallaqa,66,فَأَلْحَقَنَا بِالهَادِيَاتِ وَدُونَهُ,جَوَاحِرُهَا فِي صَرَّةٍ لَمْ تُزَيَّلِ,Before Islam: VIth century,tawil_complete,tawil_complete
Omroo Al Kays,Moallaqa,67,فَعَادَى عِدَاءً بَيْنَ ثَوْرٍ وَنَعْجَةٍ,دِرَاكًا وَلَمْ يَنْضَحْ بِمَاءٍ فَيُغْسَلِ,Before Islam: VIth century,tawil_complete,tawil_complete
Omroo Al Kays,Moallaqa,68,فَظَلَّ طُهَاةُ اللَّحْمِ مِنْ بَيْنِ مُنْضِجٍ,صَفِيفَ شِوَاءٍ أَوْ قَدِيرٍ مُعَجَّلِ,Before Islam: VIth century,tawil_complete,tawil_complete
Omroo Al Kays,Moallaqa,69,وَرُحْنَا يَكَادُ الطَّرْفُ يَقْصُرُ دُونَهُ,مَتَى مَا تَرَقَّ العَيْنُ فِيهِ تَسَفَّلِ,Before Islam: VIth century,tawil_complete,tawil_complete
Omroo Al Kays,Moallaqa,70,وَبَاتَ عَلَيْهِ سَرْجُهُ وَلِجَامُهُ,وَبَاتَ بِعَيْنِي قَائِمًا غَيْرَ مُرْسَلِ,Before Islam: VIth century,tawil_complete,tawil_complete
Omroo Al Kays,Moallaqa,71,أَصَاحِ تَرَى بَرْقًا أُرِيكَ وَمِيضَهُ,كَلَمْعِ اليَدَيْنِ فِي حَبِيٍّ مُكَلَّلِ,Before Islam: VIth century,tawil_complete,tawil_complete
Omroo Al Kays,Moallaqa,72,يُضِيءُ سَنَاهُ أَوْ مَصَابِيحُ رَاهِبٍ,أَمَالَ السَّلِيطَ بِالذُّبَالِ المُفَتَّلِ,Before Islam: VIth century,tawil_complete,tawil_complete
Omroo Al Kays,Moallaqa,73,قَعَدْتُ لَهُو وَصُحْبَتِي بَيْنَ ضَارِجٍ,وَبَيْنَ العُذَيْبِ بُعْدَمَا مُتَأَمَّلِي,Before Islam: VIth century,tawil_complete,tawil_complete
Omroo Al Kays,Moallaqa,74,عَلَى قَطَنٍ بِالشَّيْمِ أَيْمَنُ صَوْبِهِ,وَأَيْسَرُهُو عَلَى السِّتَارِ فَيَذْبُلِ,Before Islam: VIth century,tawil_complete,tawil_complete
Omroo Al Kays,Moallaqa,75,فَأَضْحَى يَسُحُّ المَاءَ حَوْلَ كُتَيْفَةٍ,يَكُبُّ عَلَى الأَذْقَانِ دَوْحَ الكَنَهْبُلِ,Before Islam: VIth century,tawil_complete,tawil_complete
Omroo Al Kays,Moallaqa,76,وَمَرَّ عَلَى القَنَّانِ مِنْ نَفَيَانِهِ,فَأَنْزَلَ مِنْهُ العُصْمَ مِنْ كُلِّ مَنْزِلِ,Before Islam: VIth century,tawil_complete,tawil_complete
Omroo Al Kays,Moallaqa,77,وَتَيْمَاءَ لَمْ يَتْرُكْ بِهَا جِذْعَ نَخْلَةٍ,وَلَا أُطُمًا إِلَّا مَشِيدًا بِجَنْدَلِ,Before Islam: VIth century,tawil_complete,tawil_complete
Omroo Al Kays,Moallaqa,78,كَأَنَّ ثَبِيرًا فِي عَرَانِينِ وَبْلِهِ,كَبِيرُ أُنَاسٍ فِي بِجَادٍ مُزَمَّلِ,Before Islam: VIth century,tawil_complete,tawil_complete
Omroo Al Kays,Moallaqa,79,كَأَنَّ ذُرَى رَأْسِ المُجَيْمِرِ غُدْوَةً,مِنَ السَّيْلِ وَالأَغْثَاءِ فَلْكَةُ مِغْزَلِ,Before Islam: VIth century,tawil_complete,tawil_complete
Omroo Al Kays,Moallaqa,80,وَأَلْقَى بِصَحْرَاءِ الغَبِيطِ بَعَاعَهُ,نُزُولَ اليَمَانِي ذِي العِيَابِ المُحَمَّلِ,Before Islam: VIth century,tawil_complete,tawil_complete
Omroo Al Kays,Moallaqa,82,كَأَنَّ السِّبَاعَ فِيهِ غَرْقَى عَشِيَّةً,بِأَرْجَائِهِ القُصْوَى أَنَابِيشُ عُنْصُلِ,Before Islam: VIth century,tawil_complete,tawil_complete
Omroo Al Kays,Ya Dara Mawiyata,1,يَا دَارَ مَاوِيَّةَ بِالحَائِلِ,فَالسَّهْبِ فَالخَبْتَيْنِ مِنْ عَاقِلِ,Before Islam: VIth century,sarii_complete,sarii_complete
Omroo Al Kays,Ya Dara Mawiyata,2,صُمَّ صَدَاهَا وَعَفَا رَسْمُهُ,وَاسْتَعْجَمَتْ عَنْ مَنْطِقِ السَّائِلِ,Before Islam: VIth century,sarii_complete,sarii_complete
Omroo Al Kays,Ya Dara Mawiyata,3,قَوْلًا لِدُودَانَ عَبِيدِ العَصِي,مَا غَرَّكُمْ بِالأَسَدِ البَاسِلِ,Before Islam: VIth century,sarii_complete,sarii_complete
Omroo Al Kays,Ya Dara Mawiyata,4,قَدْ قَرَّتِ العَيْنَانِ مِنْ مَالِكٍ,وَمِنْ بَنِي عَمْرٍ وَمِنْ كَاهِلِ,Before Islam: VIth century,sarii_complete,sarii_complete
Omroo Al Kays,Ya Dara Mawiyata,5,وَمِنْ بَنِي غَنْمِ بْنِ دُودَانَ إِذْ,نَقْذِفُ أَعْلَاهُمْ عَلَى السَّافِلِ,Before Islam: VIth century,sarii_complete,sarii_complete
Omroo Al Kays,Ya Dara Mawiyata,6,نَطْعُنُهُمْ سُلْكَى وَمَخْلُوجَةً,كَرَّكَ لَأْمَيْنِ عَلَى نَابِلِ,Before Islam: VIth century,sarii_complete,sarii_complete
Omroo Al Kays,Ya Dara Mawiyata,7,إِذْ هُنَّ أَقْسَاطٌ كَرِجْلِ الدُّبَى,أَوْ كَقَطَا كَاظِمَةَ النَّاهِلِ,Before Islam: VIth century,sarii_complete,sarii_complete
Omroo Al Kays,Ya Dara Mawiyata,8,حَتَّى تَرَكْنَاهُمْ لَدَى مَعْرَكِي,أَرْجُلِهِمْ كَالخَشَبِ الشَّائِلِ,Before Islam: VIth century,sarii_complete,sarii_complete
Omroo Al Kays,Ya Dara Mawiyata,9,حَلَّتْ لِيَ الخَمْرُ وَكُنْتُو امَرَا,عَنْ شُرْبِهَا فِي شُغُلٍ شَاغِلِ,Before Islam: VIth century,sarii_complete,sarii_complete
Omroo Al Kays,Ya Dara Mawiyata,10,فَاليَوْمَ أُسْقَى غَيْرَ مُسْتَحْقِبٍ,إِثْمًا مِنَ اللَّهِ وَلَا وَاغِلِ,Before Islam: VIth century,sarii_complete,sarii_complete
Qays Ibn Al Molawah,Alaa Fasali Al Rokban,1,أَلَا فَاسْأَلِ الرُّكْبَانَ هَلْ سُقِيَ الحِمَى,نَدًى فَسَقَى اللَّهُ الحِمَى وَسَقَانِيَا,Amawi: VIIth - VIIIth,tawil_complete,tawil_complete
Qays Ibn Al Molawah,Alaa Fasali Al Rokban,2,وَأَسْأَلُ مَنْ لَاقَيْتُ عَنْ أُمِّ مَالِكٍ,فَهَلْ يَسْأَلَانِ الحَيَّ عَنْ كَيْفَ حَالِيَا,Amawi: VIIth - VIIIth,tawil_complete,tawil_complete
Qays Ibn Al Molawah,Alaa Fasali Al Rokban,3,فَوَدَّعْتُهُمْ عِنْدَ التَّفَرُّقِ ضَاحِكًا,إِلَيْهَا وَلَمْ أَعْلَمْ بِأَنْ لَا تَلَاقِيَا,Amawi: VIIth - VIIIth,tawil_complete,tawil_complete
Qays Ibn Al Molawah,Alaa Fasali Al Rokban,4,وَلَوْ كُنْتُ أَدْرِي أَنَّهُ آخِرُ اللُّقَا,بَكَيْتُ فَأَبْكَيْتُ الحَبِيبَ المُوَافِيَا,Amawi: VIIth - VIIIth,tawil_complete,tawil_complete
Qays Ibn Al Molawah,Alaa Fasali Al Rokban,5,هُوَ الحُبُّ لَا تَخْفِي سَوَاكِنُ جِدَّهُ,وَكَيْفَ وَيُبْدِي الدَّمْعُ مَا كَانَ خَافِيَا,Amawi: VIIth - VIIIth,tawil_complete,tawil_complete
Qays Ibn Al Molawah,Alaa Fasali Al Rokban,6,يَقُولُونَ لَيْلَى عِلْجَةٌ نَبَطِيَّةٌ,وَقَدْ حَبَّبَتْ لَيْلَى إِلَيَّ المَوَالِيَا,Amawi: VIIth - VIIIth,tawil_complete,tawil_complete
Qays Ibn Al Molawah,Alaa Fasali Al Rokban,7,أُحِبُّ المَوَالِي إِنْ سَكَنْتِ دِيَارَهُمْ,وَمَا لِلْمَوَالِي مِنْكِ شَيْءٌ وَلَا لِيَا,Amawi: VIIth - VIIIth,tawil_complete,tawil_complete
Qays Ibn Al Molawah,Alaa Fasali Al Rokban,8,فَيَا رَبِّ إِنْ صَيَّرْتَ لَيْلَى ضَجِيعَتِي,أُطِيلُ صِيَامِي دَائِمًا وَصَلَاتِيَا,Amawi: VIIth - VIIIth,tawil_complete,tawil_complete
Qays Ibn Al Molawah,Alaa Fasali Al Rokban,9,بَنِي عَمِّ لَيْلَى لَوْ شَكَوْتُ بَلِيَّتِي,إِلَى رَاهِبٍ فِي دَيْرِهِ لَرَثَى لِيَا,Amawi: VIIth - VIIIth,tawil_complete,tawil_complete
Qays Ibn Al Molawah,Alaa Fasali Al Rokban,10,إِذَا مَا تَدَاعَى فِي الأَنِينِ حَبَائِبٌ,دَعَوْتُكِ لَيْلَى أَنْ تُجِيبِي دُعَائِيَا,Amawi: VIIth - VIIIth,tawil_complete,tawil_complete
Qays Ibn Al Molawah,Alaa Fasali Al Rokban,11,فَلَا نَفَعَ اللَّهُ الطَّبِيبَ بِطِبِّهِ,وَلَا أَرْشَدَ اللَّهُ الحَكِيمَ المُدَاوِيَا,Amawi: VIIth - VIIIth,tawil_complete,tawil_complete
Qays Ibn Al Molawah,Alaa Fasali Al Rokban,12,أَتَيْتُ أَبَا لَيْلَى بِصَحْبِي وَنِسْوَتِي,وَجَمَّعْتُ جَمْعًا مِنْ رِجَالِ بِلَادِيَا,Amawi: VIIth - VIIIth,tawil_complete,tawil_complete
Qays Ibn Al Molawah,Alaa Fasali Al Rokban,13,بِأَنْ يَتَخَلَّى عَنْ قَسَاوَةِ قَلْبِهِ,فَزَادَ فِظَاظًا ثُمَّ رَامَ هَلَاكِيَا,Amawi: VIIth - VIIIth,tawil_complete,tawil_complete
Qays Ibn Al Molawah,Alaa Fasali Al Rokban,14,أَلَا قُلْ لَهُمْ مَا قَدْ تَرَى مِنْ صَبَابَتِي,وَمِنْ أَدْمُعٍ تَنْهَلُّ مِنِّي تَوَالِيَا,Amawi: VIIth - VIIIth,tawil_complete,tawil_complete
Qays Ibn Al Molawah,Alaa Fasali Al Rokban,15,وَمِنْ أَجْلِهَا أَحْبَبْتُ مَنْ لَا يُحِبُّنِي,وَمَنْ لَا يَزَالُ الدَّهْرُ فِيهَا مُعَادِيَا,Amawi: VIIth - VIIIth,tawil_complete,tawil_complete
Qays Ibn Al Molawah,Alaa Fasali Al Rokban,16,وَمِنْ أَجْلِهَا صَاحَبْتُ قَوْمًا تَعَصَّبُوا,عَلَيَّ وَلَمْ يَرْعُوا حُقُوقَ جَوَارِيَا,Amawi: VIIth - VIIIth,tawil_complete,tawil_complete
Safiy Al Din Al Hilli,Ayna Filhimaa Arabo,1,أَيْنَ فِي الحِمَى عَرَبٌ,لِي بِرَبْعِهِمْ أَرَبُ,Mamlouki: XIIIth - XVIth,moqtadab_complete,moqtadab_complete
Safiy Al Din Al Hilli,Ayna Filhimaa Arabo,2,كُلَّمَا ذَكَرْتُهُمُ,حَزَّنِي لَهُمْ طَرَبُ,Mamlouki: XIIIth - XVIth,moqtadab_complete,moqtadab_complete
Safiy Al Din Al Hilli,Ayna Filhimaa Arabo,3,جِيرَةٌ بِحَيِّهِمُ,لَيْسَ يُحْفَظُ الحَسَبُ,Mamlouki: XIIIth - XVIth,moqtadab_complete,moqtadab_complete
Safiy Al Din Al Hilli,Ayna Filhimaa Arabo,4,العُهُودُ وَالحُقُو,قُ عِنْدَهُمْ تُغْتَصَبُ,Mamlouki: XIIIth - XVIth,moqtadab_complete,ramal_partial
Safiy Al Din Al Hilli,Ayna Filhimaa Arabo,5,فِي خِيَامِهِمْ قَمَرٌ,بِالصِّفَاحِ مُحْتَجِبُ,Mamlouki: XIIIth - XVIth,moqtadab_complete,moqtadab_complete
Safiy Al Din Al Hilli,Ayna Filhimaa Arabo,6,رِيقُهُ مُعَتَّقَةٌ,ثَغْرُهُ لَهَا حَبَبُ,Mamlouki: XIIIth - XVIth,moqtadab_complete,moqtadab_complete
Safiy Al Din Al Hilli,Ayna Filhimaa Arabo,7,بِتُّ فِي دِيَارِهِمُو,وَالفُؤَادُ مُكْتَئِبُ,Mamlouki: XIIIth - XVIth,moqtadab_complete,moqtadab_complete
Safiy Al Din Al Hilli,Ayna Filhimaa Arabo,8,الدُّمُوعُ هَاطِلَةٌ,وَالضُّلُوعُ تَلْتَهِبُ,Mamlouki: XIIIth - XVIth,moqtadab_complete,moqtadab_complete
Safiy Al Din Al Hilli,Ayna Filhimaa Arabo,9,إِنَّ لِلْغَرَامِ يَدًا,مَسَّنِي بِهَا العَطَبُ,Mamlouki: XIIIth - XVIth,moqtadab_complete,moqtadab_complete
Safiy Al Din Al Hilli,Ayna Filhimaa Arabo,10,إِنْ قَضَيْتُ فِيهِ أَسًى,فَهْوَ بَعْضُ مَا يَجِبُ,Mamlouki: XIIIth - XVIth,moqtadab_complete,moqtadab_complete
Safiy Al Din Al Hilli,Ayna Filhimaa Arabo,11,أَبْدَتِ الوُشَاةُ رِضًى,مِنْهُ يُلْحَظُ الغَضَبُ,Mamlouki: XIIIth - XVIth,moqtadab_complete,moqtadab_complete
Safiy Al Din Al Hilli,Ayna Filhimaa Arabo,12,الوُجُوهُ ضَاحِكَةٌ,وَالقُلُوبُ تَنْتَحِبُ,Mamlouki: XIIIth - XVIth,moqtadab_complete,moqtadab_complete
Safiy Al Din Al Hilli,Ayna Filhimaa Arabo,13,لَوْ أَتُوا بِمَكْرُمَةٍ,أَعْتَبُوا وَمَا عَتَبُوا,Mamlouki: XIIIth - XVIth,moqtadab_complete,moqtadab_complete
Safiy Al Din Al Hilli,Ayna Filhimaa Arabo,14,فَالغَرَامُ نَارُ لَظًى,عَذْلُهُمْ لَهَا حَطَبُ,Mamlouki: XIIIth - XVIth,moqtadab_complete,moqtadab_complete
Safiy Al Din Al Hilli,Chakawto Ilayki aljawaa,1,شَكَوْتُ إِلَيْكِ الجَوَى,فَلَمْ تَسْمَحِي بِالذَّوَى,Mamlouki: XIIIth - XVIth,motaqaarib_partial,motaqaarib_partial
Safiy Al Din Al Hilli,Chakawto Ilayki aljawaa,2,فَمُذْ طَالَ عُمْدُ النَّوَى,جَعَلْتُ إِلَيْكَ الهَوَى,Mamlouki: XIIIth - XVIth,motaqaarib_partial,motaqaarib_partial
Safiy Al Din Al Hilli,Chakawto Ilayki aljawaa,3,شَفِيعًا فَلَمْ تُشْفِعِي,صَرَمْتِ حِبَالَ الوَفَا,Mamlouki: XIIIth - XVIth,motaqaarib_partial,motaqaarib_partial
Safiy Al Din Al Hilli,Chakawto Ilayki aljawaa,4,وَكَدَّرْتِنِي بِالجَفَا,فَحَاوَلْتُ مِنْكَ الصَّفَا,Mamlouki: XIIIth - XVIth,motaqaarib_partial,motaqaarib_partial
Safiy Al Din Al Hilli,Chakawto Ilayki aljawaa,5,وَنَادَيْتُ مُسْتَعْطِفَا,رِضَاكِ فَلَمْ تَسْمَعِي,Mamlouki: XIIIth - XVIth,motaqaarib_partial,motaqaarib_partial
Safiy Al Din Al Hilli,Chakawto Ilayki aljawaa,6,تُرَاكِ إِذَا مَا اشْتَفَى,عِدَاكِ وَزَالَ الخَفَا,Mamlouki: XIIIth - XVIth,motaqaarib_partial,motaqaarib_partial
Safiy Al Din Al Hilli,Chakawto Ilayki aljawaa,7,وَأَمْرَضْتَنِي بِالجَفَا,أَتَارِكَتِي مُدْنَفَا,Mamlouki: XIIIth - XVIth,motaqaarib_partial,motaqaarib_partial
Safiy Al Din Al Hilli,Chakawto Ilayki aljawaa,8,أَخَا جَسَدٍ مُوجَعِ,تُرَى هَلْ لِعَيْشِي رُجُوعُ,Mamlouki: XIIIth - XVIth,motaqaarib_partial,motaqaarib_partial
Safiy Al Din Al Hilli,Chakawto Ilayki aljawaa,9,بِمُؤْنِسَتِي فِي الرُّبُوعِ,وَفَاجِعَتِي بِالهُجُوعِ,Mamlouki: XIIIth - XVIth,motaqaarib_partial,motaqaarib_partial
Safiy Al Din Al Hilli,Chakawto Ilayki aljawaa,10,وَمُغْرِقَتِي بِالدُّمُوعِ,وَقَدْ أَحْرَقَتْ أَضْلُعِي,Mamlouki: XIIIth - XVIth,motaqaarib_partial,motaqaarib_partial
Safiy Al Din Al Hilli,Chakawto Ilayki aljawaa,11,لَقَدْ كُنْتُ طَوْعَ الهَوَى,وَنَحْنُ بِحَالٍ سَوَا,Mamlouki: XIIIth - XVIth,motaqaarib_partial,motaqaarib_partial
Safiy Al Din Al Hilli,Chakawto Ilayki aljawaa,12,فَكَيْفَ أَكُفُّ النَّوَى,وَفُؤَادِي قَدِ انْكَوَى,Mamlouki: XIIIth - XVIth,motaqaarib_partial,motaqaarib_partial
Safiy Al Din Al Hilli,Chakawto Ilayki aljawaa,13,فَبِالنَّظَرِ المُطْمِعِي,أَطَعْتُ فَعَاصَيْتِنِي,Mamlouki: XIIIth - XVIth,motaqaarib_partial,motaqaarib_partial
Safiy Al Din Al Hilli,Chakawto Ilayki aljawaa,14,وَبِالصَّبْرِ أَوْصَيْتِنِي,فَمُذْ قُلْتُ خَصَّيْتِنِي,Mamlouki: XIIIth - XVIth,motaqaarib_partial,motaqaarib_partial
Safiy Al Din Al Hilli,Chakawto Ilayki aljawaa,15,جَفَوْتِ وَأَقْصَيْتِنِي,فَهَلَّا وَقَلْبِي مَعِي,Mamlouki: XIIIth - XVIth,motaqaarib_partial,motaqaarib_partial
Siham Al Brahmi,Bariiqo Al Hibr,1,بَرِيقُ الحِبْرِ فِي حَرْفِي,كَدَمْعٍ قَطْرُهُ عَذْبُ,Modern,hazaj_complete,hazaj_complete
Siham Al Brahmi,Bariiqo Al Hibr,2,كَلَمْعِ الطَّلِّ فِي حَرٍّ,سَقَاهُ الغَيْثُ وَالصَّبُّ,Modern,hazaj_complete,hazaj_complete
Siham Al Brahmi,Bariiqo Al Hibr,3,لِيَجْرِي سَيْلُهُ مَدًّا,عَلَى الأَوْرَاقِ يَنْصَبُّ,Modern,hazaj_complete,hazaj_complete
Siham Al Brahmi,Bariiqo Al Hibr,4,فَيَكْسِي حَرْثَهَا زَرْعًا,وَنَبْتًا فَرْعُهُ هُدْبُ,Modern,hazaj_complete,hazaj_complete
Siham Al Brahmi,Bariiqo Al Hibr,5,بِشِعْرٍ نَقْشُهُ شَذْرٌ,وَنَثْرٍ لُبُّهُ حُبُّ,Modern,hazaj_complete,hazaj_complete
Siham Al Brahmi,Bariiqo Al Hibr,6,وَتَفْصِيلٍ عَلَى نَظْمٍ,مُقَفَّى سَجْعُهُ خَصْبٌ,Modern,hazaj_complete,hazaj_complete
Siham Al Brahmi,Bariiqo Al Hibr,7,بِنَفْسِي فَاضَ تَصْوِيرِي,بَيَانًا سِحْرُهُ عَذْبُ,Modern,hazaj_complete,hazaj_complete
Siham Al Brahmi,Bariiqo Al Hibr,8,يُغَذِّي الرُّوحَ مِنْ سَهْمٍ,دَعَاهُ العَقْلُ وَ القَلْبُ,Modern,hazaj_complete,hazaj_complete
Siham Al Brahmi,Bariiqo Al Hibr,9,بِرِيقٍ مِنْ لِسَانِي فِي,مَقَالِي ذِكْرُهُ رَطْبُ,Modern,hazaj_complete,hazaj_complete
Siham Al Brahmi,Bariiqo Al Hibr,10,فَإِنْ خِبْتُ فَمِنْ نَفْسِي,وَشَيْطَانِي لَهُ الحَرْبُ,Modern,hazaj_complete,hazaj_complete
Siham Al Brahmi,Bariiqo Al Hibr,11,وَإِنْ وُفِّقْتُ فَالمَعْنَى,صَوَابٌ سَاقَهُ الرَّبُ,Modern,hazaj_complete,hazaj_complete
Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,1,يَا تَارِكًا لِمَرَاضِي اللَّهِ أَوْطَانَا,وَسَالِكًا فِي طَرِيقِ العِلْمِ أَحْزَانَا,Modern,bassit_complete,bassit_complete
Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,2,كُنْ بَاذِلَ الجِدِّ فِي عِلْمِ الحَدِيثِ تَنَلْ,كُلَّ العُلُومِ وَكُنْ بِالأَصْلِ مُشْتَانَا,Modern,bassit_complete,bassit_complete
Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,3,فَالعِلْمُ أَفْضَلُ مَطْلُوبٍ وَطَالِبُهُ,مِنْ أَكْمَلِ النَّاسِ مِيزَانًا وَرُجْحَانَا,Modern,bassit_complete,bassit_complete
Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,4,وَالعِلْمُ نُورٌ فَكُنْ بِالعِلْمِ مُعْتَصِمًا,إِنْ رِمْتَ فَوْزًا لَدَى الرَّحْمَانِ مَوْلَانَا,Modern,bassit_complete,bassit_complete
Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,5,وَهْوَ النَّجَاةُ وَفِيهِ الخَيْرُ أَجْمَعُهُ,وَالجَاهِلُونَ أَخَفُّ النَّاسِ مِيزَانَا,Modern,bassit_complete,bassit_complete
Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,6,وَالعِلْمُ يَرْفَعُ بَيْتًا كَانَ مُنْخَفِضًا,وَالجَهْلُ يَجْحَفُهُ لَوْ كَانَ مَا كَانَا,Modern,bassit_complete,bassit_complete
Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,7,وَأَرْفَعِ النَّاسَ أَهْلَ العِلْمِ مَنْزِلَةً,وَأَوْضِعِ النَّاسَ مَنْ قَدْ كَانَ حَيْرَانَا,Modern,bassit_complete,bassit_complete
