ID,POET,POEM,VERSE,PART2,PART1,ERA,POEM_METER,VERSE_METER
2226,Safiy Al Din Al Hilli,Chakawto Ilayki aljawaa,10,وَقَدْ أَحْرَقَتْ أَضْلُعِي,وَمُغْرِقَتِي بِالدُّمُوعِ,Mamlouki: XIIIth - XVIth,motaqaarib_partial,motaqaarib_partial
2227,Safiy Al Din Al Hilli,Chakawto Ilayki aljawaa,11,وَنَحْنُ بِحَالٍ سَوَا,لَقَدْ كُنْتُ طَوْعَ الهَوَى,Mamlouki: XIIIth - XVIth,motaqaarib_partial,motaqaarib_partial
2228,Safiy Al Din Al Hilli,Chakawto Ilayki aljawaa,12,وَفُؤَادِي قَدِ انْكَوَى,فَكَيْفَ أَكُفُّ النَّوَى,Mamlouki: XIIIth - XVIth,motaqaarib_partial,motaqaarib_partial
2229,Safiy Al Din Al Hilli,Chakawto Ilayki aljawaa,13,أَطَعْتُ فَعَاصَيْتِنِي,فَبِالنَّظَرِ المُطْمِعِي,Mamlouki: XIIIth - XVIth,motaqaarib_partial,motaqaarib_partial
2230,Safiy Al Din Al Hilli,Chakawto Ilayki aljawaa,14,فَمُذْ قُلْتُ خَصَّيْتِنِي,وَبِالصَّبْرِ أَوْصَيْتِنِي,Mamlouki: XIIIth - XVIth,motaqaarib_partial,motaqaarib_partial
2231,Safiy Al Din Al Hilli,Chakawto Ilayki aljawaa,15,فَهَلَّا وَقَلْبِي مَعِي,جَفَوْتِ وَأَقْصَيْتِنِي,Mamlouki: XIIIth - XVIth,motaqaarib_partial,motaqaarib_partial
2529,Siham Al Brahmi,Bariiqo Al Hibr,1,كَدَمْعٍ قَطْرُهُ عَذْبُ,بَرِيقُ الحِبْرِ فِي حَرْفِي,Modern,hazaj_complete,hazaj_complete
2530,Siham Al Brahmi,Bariiqo Al Hibr,2,سَقَاهُ الغَيْثُ وَالصَّبُّ,كَلَمْعِ الطَّلِّ فِي حَرٍّ,Modern,hazaj_complete,hazaj_complete
2531,Siham Al Brahmi,Bariiqo Al Hibr,3,عَلَى الأَوْرَاقِ يَنْصَبُّ,لِيَجْرِي سَيْلُهُ مَدًّا,Modern,hazaj_complete,hazaj_complete
2532,Siham Al Brahmi,Bariiqo Al Hibr,4,وَنَبْتًا فَرْعُهُ هُدْبُ,فَيَكْسِي حَرْثَهَا زَرْعًا,Modern,hazaj_complete,hazaj_complete
2533,Siham Al Brahmi,Bariiqo Al Hibr,5,وَنَثْرٍ لُبُّهُ حُبُّ,بِشِعْرٍ نَقْشُهُ شَذْرٌ,Modern,hazaj_complete,hazaj_complete
2534,Siham Al Brahmi,Bariiqo Al Hibr,6,مُقَفَّى سَجْعُهُ خَصْبٌ,وَتَفْصِيلٍ عَلَى نَظْمٍ,Modern,hazaj_complete,hazaj_complete
2535,Siham Al Brahmi,Bariiqo Al Hibr,7,بَيَانًا سِحْرُهُ عَذْبُ,بِنَفْسِي فَاضَ تَصْوِيرِي,Modern,hazaj_complete,hazaj_complete
2536,Siham Al Brahmi,Bariiqo Al Hibr,8,دَعَاهُ العَقْلُ وَ القَلْبُ,يُغَذِّي الرُّوحَ مِنْ سَهْمٍ,Modern,hazaj_complete,hazaj_complete
2537,Siham Al Brahmi,Bariiqo Al Hibr,9,مَقَالِي ذِكْرُهُ رَطْبُ,بِرِيقٍ مِنْ لِسَانِي فِي,Modern,hazaj_complete,hazaj_complete
2538,Siham Al Brahmi,Bariiqo Al Hibr,10,وَشَيْطَانِي لَهُ الحَرْبُ,فَإِنْ خِبْتُ فَمِنْ نَفْسِي,Modern,hazaj_complete,hazaj_complete
2539,Siham Al Brahmi,Bariiqo Al Hibr,11,صَوَابٌ سَاقَهُ الرَّبُ,وَإِنْ وُفِّقْتُ فَالمَعْنَى,Modern,hazaj_complete,hazaj_complete
3501,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,1,وَسَالِكًا فِي طَرِيقِ العِلْمِ أَحْزَانَا,يَا تَارِكًا لِمَرَاضِي اللَّهِ أَوْطَانَا,Modern,bassit_complete,bassit_complete
3502,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,2,كُلَّ العُلُومِ وَكُنْ بِالأَصْلِ مُشْتَانَا,كُنْ بَاذِلَ الجِدِّ فِي عِلْمِ الحَدِيثِ تَنَلْ,Modern,bassit_complete,bassit_complete
3503,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,3,مِنْ أَكْمَلِ النَّاسِ مِيزَانًا وَرُجْحَانَا,فَالعِلْمُ أَفْضَلُ مَطْلُوبٍ وَطَالِبُهُ,Modern,bassit_complete,bassit_complete
3504,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,4,إِنْ رِمْتَ فَوْزًا لَدَى الرَّحْمَانِ مَوْلَانَا,وَالعِلْمُ نُورٌ فَكُنْ بِالعِلْمِ مُعْتَصِمًا,Modern,bassit_complete,bassit_complete
3505,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,5,وَالجَاهِلُونَ أَخَفُّ النَّاسِ مِيزَانَا,وَهْوَ النَّجَاةُ وَفِيهِ الخَيْرُ أَجْمَعُهُ,Modern,bassit_complete,bassit_complete
3506,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,6,وَالجَهْلُ يَجْحَفُهُ لَوْ كَانَ مَا كَانَا,وَالعِلْمُ يَرْفَعُ بَيْتًا كَانَ مُنْخَفِضًا,Modern,bassit_complete,bassit_complete
3507,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,7,وَأَوْضِعِ النَّاسَ مَنْ قَدْ كَانَ حَيْرَانَا,وَأَرْفَعِ النَّاسَ أَهْلَ العِلْمِ مَنْزِلَةً,Modern,bassit_complete,bassit_complete
3508,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,8,بَلْ كَانَ بِالجَهْلِ مِمَّنْ نَالَ خُسْرَانَا,لَا يَهْتَدِي لِطَرِيقِ الحَقِّ مَنْ عَمَهُ,Modern,bassit_complete,bassit_complete
3509,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,9,لَا يَدْرِ مَا زَانَ فِي النَّاسِ وَمَا شَانَا,تَلْقَاهُ بَيْنَ الوَرَى بِالجَهْلِ مُنْكَسِرًا,Modern,bassit_complete,bassit_complete
3510,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,10,وَالنَّاسُ تَعْرِفُهُ بِالفَضْلِ إِذْعَانَا,وَالعِلْمُ يَرْفَعُهُ فَوْقَ الوَرَى دَرَجًا,Modern,bassit_complete,bassit_complete
3511,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,11,يَنَالُ بِالعِلْمِ غُفْرَانًا وَرِضْوَانَا,وَطَالِبُ العِلْمِ إِنْ يُظْفِرْ بِبُغْيَتِهِ,Modern,bassit_complete,bassit_complete
3512,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,12,فَضْلًا وَفَوْزًا وَإِحْسَانًا وَإِيمَانَا,فَاطْلُبْهُ لِلَّهِ لَا لِلْجَاهِ مُرْتَجِيًا,Modern,bassit_complete,bassit_complete
3513,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,13,لَا تَبْتَغِي بَدَلًا إِنْ كُنْتَ يَقْظَانَا,وَاطْلُبْهُ مُجْتَهِدًا مَا عِشْتَ مُحْتَسِبًا,Modern,bassit_complete,bassit_complete
3514,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,14,أَوْ فَاتَهُ نَالَ خُسْرَانًا وَنُقْصَانَا,مَنْ نَالَهُ نَالَ فِي الدَّارَيْنِ مَنْزِلَةً,Modern,bassit_complete,bassit_complete
3515,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,15,وَلَمْ يَكُنْ نَالَ بَعْدَ الجِدِّ عِرْفَانَا,وَيَا ذَلِ الجِدِّ فِي تَحْصِيلِهِ زَمَنًا,Modern,bassit_complete,bassit_complete
3516,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,16,عِنْدَ الإِلَهِ وَلَا يُولِيهِ خُسْرَانَا,فَلَنْ يَضِيعُ لَهُ سَعْيٌ وَلَا عَمَلٌ,Modern,bassit_complete,bassit_complete
3517,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,17,يَنَالُ مِنْ رَبِّنَا عَفْوًا وَغُفْرَانَا,فَطَالِبُ العِلْمِ إِنْ أَصْفَى سَرِيرَتِهِ,Modern,bassit_complete,bassit_complete
3518,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,18,وَالجَهْلُ يُصْلِيهِ يَوْمَ الحَشْرِ نِيرَانَا,فَالعِلْمُ يَرْفَعُهُ فِي الخُلْدِ مَنْزِلَةً,Modern,bassit_complete,bassit_complete
3519,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,19,وَاللَّمُ يَكْسُوهُ تَاجُ العِزِّ إِعْلَانَا,وَالجَهْلُ فِي هَذِهِ الدُّنْيَا يُنَقِّصُهُ,Modern,bassit_complete,bassit_complete
3520,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,20,أَوْ رِمْتَ يَوْمًا لِمَا قَدْ قُلْتَ بُرْهَانَا,وَإِنْ تُرِدْ نَهْجَ هَذَا العِلْمِ تَسْلُكُهُ,Modern,bassit_complete,bassit_complete
3521,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,21,وَلَا تَكُنْ غَافِلًا عَنْ ذَاكَ كَسْلَانَا,فَأَلْقِ سَمْعًا لِمَا أَبْدَى وَكُنْ يَقِظًا,Modern,bassit_complete,bassit_complete
3522,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,22,يَكْفِي أَخَا اللُّبِّ إِيضَاحًا وَتِبْيَانَا,قَدْ أَلَّفَ الشَّيْخُ فِي التَّوْحِيدِ مُخْتَصَرًا,Modern,bassit_complete,bassit_complete
3523,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,23,قَدْ يَفْعَلُ العَبْدُ لِلطَّاعَاتِ إِيمَانَا,فِيهِ البَيَانُ لِتَوْحِيدِ الإِلَهِ بِمَا,Modern,bassit_complete,bassit_complete
3524,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,24,وَخِشْيَةً مِنْهُ لِلرَّحْمَانِ إِذْعَانَا,حُبًّا وَخَوْفًا وَتَعْظِيمًا لَهُ وَجَلَا,Modern,bassit_complete,bassit_complete
3525,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,25,وَالإِسْتِعَانَةُ بِالمَعْبُودِ مَوْلَانَا,كَذَاكَ نَذْرًا وَذَبْحًا وَاسْتِغَاثَتِنَا,Modern,bassit_complete,bassit_complete
3526,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,26,لِلَّهِ مِنْ طَاعَةٍ سِرًّا وَإِعْلَانَا,وَغَيْرَ ذَلِكَ مِمَّا كَانَ يَفْعَلُهُ,Modern,bassit_complete,bassit_complete
3527,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,27,قَدْ يَفْعَلُ اللَّهُ أَحْكَامًا وَإِتْقَانَا,وَفِيهِ تَوْحِيدَنَا رَبُّ العِبَادِ بِمَا,Modern,bassit_complete,bassit_complete
3528,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,28,بِالإِخْتِرَاعِ لِمَا قَدْ شَاءَ أَوْ كَانَا,خَلْقًا وَرِزْقًا وَإِحْيَاءً وَمَقْدِرَةً,Modern,bassit_complete,bassit_complete
3529,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,29,وَذَاكَ مِنْ شَأْنِهِ أَعْظِمْ بِهِ شَانَا,وَيُخْرِجُ الأَمْرَ عَنْ طُوقِ العِبَادِ لَهُ,Modern,bassit_complete,bassit_complete
3530,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,30,صِفَاةُ مَجْدٍ وَأَسْمَاءُ لِمَوْلَانَا,وَفِيهِ تَوْحِيدَنَا الرَّحْمَانُ إِنَّ لَهُ,Modern,bassit_complete,bassit_complete
3531,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,31,لَا يَسْتَطِيعُ لَهَا الإِنْسَانُ حُسْبَانَا,تِسْعٌ وَتِسْعُونَ إِسْمًا غَيْرَ مَا خَفِيَتْ,Modern,bassit_complete,bassit_complete
3532,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,32,أَوْ كَانَ عَلَّمَهُ الرَّحْمَانُ إِنْسَانَا,مِمَّا بِهِ اسْتَأْثَرَ الرَّحْمَانُ خَالِقَنَا,Modern,bassit_complete,bassit_complete
3533,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,33,بَلْ لَا نُؤَوِّلُهَا تَأْوِيلَ مَنْ مَانَا,نَمُرُّهَا كَيْفَ جَاءَتْ لَا نُكَفِّيهَا,Modern,bassit_complete,bassit_complete
3534,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,34,بَلْ مَا يُنَافِيهِ مِنْ كُفْرَانِ مَنْ خَانَا,وَفِيهِ تِبْيَانُ إِشْرَاكٍ يُنَاقِضُهُ,Modern,bassit_complete,bassit_complete
3535,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,35,شَنْعَاءَ أَحْدَثُهَا مَنْ كَانَ فَتَّانَا,أَوْ كَانَ يَقْدِحُ فِي التَّوْحِيدِ مِنْ بِدَعٍ,Modern,bassit_complete,bassit_complete
3536,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,36,مِمَّا يُنَقِّصُ تَوْحِيدًا وَإِيمَانَا,أَوِ المَعَاصِي الَّتِي تُزْرِي بِفَاعِلِهَا,Modern,bassit_complete,bassit_complete
3537,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,37,قَدْ كَانَ يَعْرِفُهُ مَنْ كَانَ يَقْظَانَا,فَسَاقَ أَنْوَاعَ تَوْحِيدِ الإِلَهِ كَمَا,Modern,bassit_complete,bassit_complete
3538,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,38,لِتَعْرِفَ الحَقَّ بِالأَضْدَادِ إِمْعَانَا,وَسَاقَ فِيهِ الَّذِي قَدْ كَانَ يَنْقُصُهُ,Modern,bassit_complete,bassit_complete
3539,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,39,مِنَ النُّصُوصِ أَحَادِيثًا وَقُرْآنَا,مُضَمِّنًا كُلَّ بَابٍ مِنْ تَرَاجِمِهِ,Modern,bassit_complete,bassit_complete
3540,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,40,قَلْبُ المُوَحِّدِ إِيضَاحًا وَتِبْيَانَا,الشَّيْخُ ضَمَّنَهُ مَا يَطْمَئِنُّ لَهُ,Modern,bassit_complete,bassit_complete
3541,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,41,يُورِثْكَ فِيمَا سِوَى لِلَّهِ عِرْفَانَا,فَاشْدُدْ يَدَيْكَ بِهَذَا الأَصْلِ مُعْتَصِمًا,Modern,bassit_complete,bassit_complete
3542,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,42,تَلْقَى هُنَالِكَ لِلتَّحْقِيقِ عُنْوَانَا,وَانْظُرْ بِقَلْبِكَ فِي مَبْنَى تَرَاجِمِهِ,Modern,bassit_complete,bassit_complete
3543,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,43,يَزْدَادُ مِنْهُنَّ أَهْلُ العِلْمِ إِنْقِسَمَا,وَلِلْمَسَائِلِ فَانْظُرْ تَلْقَهَا حِكَمًا,Modern,bassit_complete,bassit_complete
3544,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,44,قَدْ شَادَ لِلْمِلَّةِ السَّمْحَاءِ أَرْكَانَا,وَقُلْ جَزَا اللَّهُ شَيْخَ المُسْلِمِينَ كَمَا,Modern,bassit_complete,bassit_complete
3545,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,45,حَتَّى اسْتَجَابَ لَهُ مَثْنًى وَوِحْدَانَا,فَقَامَ لِلَّهِ يَدْعُو النَّاسَ مُجْتَهِدًا,Modern,bassit_complete,bassit_complete
3546,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,46,مِنْ بَعْدِ مَا انْهَمَكُوا فِي الكُفْرِ أَزْمَانَا,وَوَحِّدُوا اللَّهَ حَقًّا لَا شَرِيكَ لَهُ,Modern,bassit_complete,bassit_complete
3547,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,47,وَطَالَ مَا هَدَمُوا لِلدِّينِ بُغْيَانَا,وَأَصْبَحَ النَّاسُ بَعْدَ الجَهْلِ قَدْ عَلِمُوا,Modern,bassit_complete,bassit_complete
3548,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,48,أَحْكَامُهُ فِي الوَرَى مِنْ بَعْدِ أَنْ كَانَا,وَأَظْهَرَ اللَّهُ هَذَا الدِّينَ وَانْتَشَرَتْ,Modern,bassit_complete,bassit_complete
3549,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,49,لَا يَعْرِفُ النَّاسُ إِلَّا الكُفْرَ أَزْمَانَا,بِالجَهْلِ وَالكُفْرِ قَدْ أُرْسَتْ مَعَالِمُهُ,Modern,bassit_complete,bassit_complete
3550,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,50,وَيَطْلُبُونَ مِنَ الأَمْوَاتِ غُفْرَانَا,يَدْعُونَ غَيْرَ الإِلَهِ الحَقِّ مِنْ سَفَهٍ,Modern,bassit_complete,bassit_complete
3551,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,51,وَيُنْذِرُونَ لِغَيْرِ اللَّهِ قُرْبَانَا,وَيَنْكِسُونَ لِغَيْرِ اللَّهِ مَا ذَبَحُوا,Modern,bassit_complete,bassit_complete
3552,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,52,وَأَعْضَلَتْ شِدَّةٌ مِنْ حَادِثٍ كَانَا,وَيَسْتَغِيثُونَ بِالأَمْوَاتِ إِنْ عَظُمَتْ,Modern,bassit_complete,bassit_complete
3553,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,53,بَلْ يَنْدُبُونَ لَهَا تَاجًا وَشَمْسَانَا,وَيَنْدِبُونَ لَهَا زَيْدًا لِيَشْفِيهَا,Modern,bassit_complete,bassit_complete
3554,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,54,أَعْلَامُهُ وَاسْتَزَادَ الدِّينَ إِعْلَانَا,فَزَالَ عَنَّا ظَلَامَ الكُفْرِ وَانْطَمَسَتْ,Modern,bassit_complete,bassit_complete
3555,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,55,مَنْ صَدَّ أَوْ نَدَّ عَنْ تَوْحِيدِ مَوْلَانَا,بِاللَّهِ ثُمَّ بِهَذَا الشَّيْخِ حِينَ دَعَا,Modern,bassit_complete,bassit_complete
3556,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,56,يَوْمًا بِنَجْدٍ وَلَا يَدْعُونَ أَوْثَانَا,فَلَيْسَ مِنْ أَحَدٍ يَدْعُو وَلِيجَتَهُ,Modern,bassit_complete,bassit_complete
3557,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,57,لِلَّهِ لَا لِسِوَى الرَّحْمَانِ إِيمَانَا,بَلِ الدُّعَا كُلُّهُ وَالدِّينُ أَجْمَعُهُ,Modern,bassit_complete,bassit_complete
3558,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,58,فَضْلًا وَجُودًا وَتَكْرِيمًا وَإِحْسَانَا,فَاللَّهُ يُعْلِيهِ فِي الفِرْدَوْسِ مَنْزِلَةً,Modern,bassit_complete,bassit_complete
3559,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,59,وَرَحْمَةً مِنْهُ إِحْسَانًا وَرِضْوَانَا,وَاللَّهُ يُولِيهِ أَلْطَافًا وَمَغْفِرَةً,Modern,bassit_complete,bassit_complete
3560,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,60,أَزْكَى البَرِيَّةِ إِيمَانَا وَعِرْفَانَا,ثُمَّ الصَّلَاةَ عَلَى المَعْصُومِ سَيِّدُنَا,Modern,bassit_complete,bassit_complete
3561,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,61,مَسَّ الحَجِيجُ لِبَيْتِ اللَّهِ أَرْكَانَا,مَا مَاضَ بَرْقٌ وَمَا هِبْتَ النَّسِيمُ وَمَا,Modern,bassit_complete,bassit_complete
3562,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,62,أَوْ نَاحَ طَيْرٌ عَلَى الأَغْصَانِ أَزْمَانَا,أَوْ قَهْقَهَ الرَّعْدُ فِي هَدْبَاءِ مِدْحَتِهِ,Modern,bassit_complete,bassit_complete
3563,Souleyman Ben Sahman,Yaa Taarikan Limaraadi Allah,63,عَلَى المَحَجَّةِ إِيمَانًا وَإِحْسَانَا,وَالآلُ وَالصَّحْبُ ثُمَّ التَّابِعِينَ لَهُمْ,Modern,bassit_complete,bassit_complete
775,Taabbata Charran,Inna Bi Chaabi,1,لَقَتِيلًا دَمُهُو مَا يُطَلُّ,إِنَّ بِالشَّعْبِ الَّذِي دُونَ سَلْعٍ,Before Islam: VIth century,madid_complete,madid_complete
776,Taabbata Charran,Inna Bi Chaabi,2,أَنَا بِالعِبْءِ لَهُ مُسْتَقِلُّ,خَلَّفَ العِبْءَ عَلَيَّ وَوَلَّى,Before Islam: VIth century,madid_complete,madid_complete
777,Taabbata Charran,Inna Bi Chaabi,3,مَصِعٌ عُقْدَتُهُو مَا تُحَلُّ,وَوَرَاءَ الثَّأْرِ مِنِّي ابْنُ أُخْتٍ,Before Islam: VIth century,madid_complete,madid_complete
802,Taabbata Charran,Inna Bi Chaabi,4,رَقَ أَفْعَى يَنْفُثُ السُّمَّ صِلُّ,مُطْرِقٌ يَرْشُحُ سُمًّا كَمَا أَطْ,Before Islam: VIth century,madid_complete,madid_complete
774,Taabbata Charran,Inna Bi Chaabi,5,جَلَّ حَتَّى دَقَّ فِيهِ الأَجَلُّ,خَبَرٌ مَا نَابَنَا مُصْمَئِلٌّ,Before Islam: VIth century,madid_complete,madid_complete
779,Taabbata Charran,Inna Bi Chaabi,6,بِأَبِيٍّ جَارُهُو مَا يُذَلُّ,بَزَّنِي الدَّهْرُ وَكَانَ غَشُومًا,Before Islam: VIth century,madid_complete,madid_complete
780,Taabbata Charran,Inna Bi Chaabi,7,ذَكَتِ الشِّعْرَى فَبَرْدٌ وَظِلُّ,شَامِسٌ فِي القُرِّ حَتَّى إِذَا مَا,Before Islam: VIth century,madid_complete,madid_complete
781,Taabbata Charran,Inna Bi Chaabi,8,وَنَدِي الكَفَّيْنِ شَهْمٌ مُدِلُّ,يَابِسَ الجَنْبَيْنِ مِنْ غَيْرِ بُؤْسٍ,Before Islam: VIth century,madid_complete,madid_complete
782,Taabbata Charran,Inna Bi Chaabi,9,حَلَّ حَلَّ الحَزْمُ حَيْثُ يَحُلُّ,ظَاعِنٌ بِالحَزْمِ حَتَّى إِذَا مَا,Before Islam: VIth century,madid_complete,madid_complete
785,Taabbata Charran,Inna Bi Chaabi,10,وَكِلَا الطَّعْمَيْنِ قَدْ ذَاقَ كُلُّ,وَلَهُو طَعْمَانِ أَرْيٌ وَشَرْيٌ,Before Islam: VIth century,madid_complete,madid_complete
784,Taabbata Charran,Inna Bi Chaabi,11,وَإِذَا يَعْدُو فَسِمْعٌ أَزَلُّ,مُسْبِلٌ فِي الحَيِّ أَحْوَى رِفَلٌّ,Before Islam: VIth century,madid_complete,madid_complete
783,Taabbata Charran,Inna Bi Chaabi,12,وَإِذَا يَسْطُو فَلَيْثٌ أَبَلُّ,غَيْثُ مُزْنٍ غَامِرٌ حَيْثُ يُجْدِي,Before Islam: VIth century,madid_complete,madid_complete
786,Taabbata Charran,Inna Bi Chaabi,13,يَصْحَبُهُو إِلَّا اليَمَانِي الأَفَلُّ,يَرْكَبُ الهَوْلَ وَحِيدًا وَلَا,Before Islam: VIth century,madid_complete,madid_complete
791,Taabbata Charran,Inna Bi Chaabi,14,لَبِمَا كَانَ هُذَيْلًا يَفُلُّ,فَلَئِنْ فَلَّتْ هُذَيْلٌ شَبَاهُ,Before Islam: VIth century,madid_complete,madid_complete
792,Taabbata Charran,Inna Bi Chaabi,15,جَعْجَعٍ يَنْقُبُ فِيهِ الأَظَلُّ,وَبِمَا أَبْرَكَهُمْ فِي مُنَاخٍ,Before Islam: VIth century,madid_complete,madid_complete
794,Taabbata Charran,Inna Bi Chaabi,16,لَا يَمَلُّ الشَّرَّ حَتَّى يَمَلُّوا,صَلِيَتْ مِنِّى هُذَيْلٌ بِخِرْقٍ,Before Islam: VIth century,madid_complete,madid_complete
803,Taabbata Charran,Inna Bi Chaabi,17,نَهِلَتْ كَانَ لَهَا مِنْهُ عَلُّ,يُورِدُ الأَلَّةَ حَتَّى إِذَا مَا,Before Islam: VIth century,madid_complete,madid_complete
796,Taabbata Charran,Inna Bi Chaabi,18,وَتَرَى الذِّئْبَ لَهَا يَسْتَهِلُّ,تَضْحَكُ الضَّبْعُ لِقَتْلَى هُذَيْلٍ,Before Islam: VIth century,madid_complete,madid_complete
797,Taabbata Charran,Inna Bi Chaabi,19,تَتَخَطَّاهُمْ فَمَا تَسْتَقِلُّ,وَعِتَاقُ الطَّيْرِ تَهْفُو بِطَانًا,Before Islam: VIth century,madid_complete,madid_complete
787,Taabbata Charran,Inna Bi Chaabi,20,لَيْلَهُمْ حَتَّى إِذَا انْجَابَ حَلُّوا,وَفُتُوٍّ هَجَّرُوا ثُمَّ أَسْرُوا,Before Islam: VIth century,madid_complete,madid_complete
793,Taabbata Charran,Inna Bi Chaabi,21,مِنْهُ بَعْدَ القَتْلِ نَهْلٌ وَشَلُّ,وَبِمَا صَبَّحَهَا فِي ذُرَاهَا,Before Islam: VIth century,madid_complete,madid_complete
789,Taabbata Charran,Inna Bi Chaabi,22,هَوَّمُو رُعْتَهُمُ فَاشْمَعَلُّوا,فَاحْتَسُوا أَنْفَاسَ نَوْمٍ فَلَمَّا,Before Islam: VIth century,madid_complete,madid_complete
788,Taabbata Charran,Inna Bi Chaabi,23,كَسَنَا البَرْقِ إِذَا مَا يُسَلُّ,كُلُّ مَاضٍ قَدْ تَرَدَّى بِمَاضٍ,Before Islam: VIth century,madid_complete,madid_complete
795,Taabbata Charran,Inna Bi Chaabi,24,نَهِلَتْ كَانَ لَهَا مِنْهُ عَلُّ,يُنْهِلُ الصَّعْدَةَ حَتَّى إِذَا مَا,Before Islam: VIth century,madid_complete,madid_complete
804,Taabbata Charran,Inna Bi Chaabi,25,عَقْبُهَا خِزْيٌ وَعَارٌ وَذُلُّ,فَسَقِينَا كَأْسَ حَتْفٍ هُذَيْلًا,Before Islam: VIth century,madid_complete,madid_complete
790,Taabbata Charran,Inna Bi Chaabi,26,يَنْجُ مِلْحَيَّيْنِ إِلَّا الأَقَلُّ,فَادَّرَكْنَا الثَّأْرَ مِنْهُمْ وَلَمَّا,Before Islam: VIth century,madid_complete,madid_complete
805,Taabbata Charran,Inna Bi Chaabi,27,أَدْبَرُو مِنْ فَوْرِهِمْ فَاجْفَأَلُّو,مَطْلَعُ الشَّمْسِ فَلَمَّا اسْتَحَرَّتْ,Before Islam: VIth century,madid_complete,madid_complete
798,Taabbata Charran,Inna Bi Chaabi,28,وَبِلَأْيٍ مَا أَلَمَّتْ تَحِلُّ,حَلَّتِ الخَمْرُ وَكَانَتْ حَرَامًا,Before Islam: VIth century,madid_complete,madid_complete
